,name,album,release,artist,popularity,acousticness,danceability,duration,energy,insturmentalness,liveness,loudness,mode,tempo,valence
0,Two®,Luv Is Rage 2 (Deluxe),2017-11-17,4O15NlyKLIASxsJ0PrXPfz,51,0.424,0.266,185276,0.642,0,0.0943,-5.133,1,75.022,0.0371
