,name,album,release,artist,popularity,acousticness,danceability,duration,energy,insturmentalness,liveness,loudness,mode,tempo,valence
0,"Nuthin' But A ""G"" Thang",The Chronic,1992-12-15,6DPYiyq5kWVQS4RGwxzPC7,80,0.00182,0.669,237573,0.821,0,0.147,-4.37,0,94.895,0.684
